Risk,Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Tuition fees up to date,Gender,Scholarship holder,Course,Risk
0,11.705714285714285,7,7,11,8,8,11,1,0,0,12,0
0,13.25,11,12,14,11,12,12,1,0,0,2,0
0,10.75,1,1,10,7,7,15,1,0,0,12,0
0,12.0,7,6,8,7,6,8,1,0,0,17,0
0,12.666666666666666,4,6,8,6,6,7,1,0,0,15,0
0,11.4,3,5,9,6,6,8,0,0,0,3,0
0,13.0,5,6,8,6,6,6,1,0,0,15,0
0,14.0,6,6,8,6,6,8,1,0,1,10,0
1,0.0,0,0,10,5,6,11,1,0,0,10,1
1,0.0,0,0,0,6,6,0,1,0,0,6,1
0,15.285714285714286,8,7,8,8,7,7,1,0,1,13,0
0,13.166666666666666,6,6,6,6,6,6,1,0,0,11,0
0,13.6,5,5,11,5,5,7,1,1,0,9,0
1,0.0,0,0,8,4,4,8,0,1,1,15,1
0,11.4,4,10,9,9,10,12,1,1,0,14,0
1,0.0,0,0,0,5,5,0,1,1,0,9,1
0,11.0,5,5,5,5,5,7,1,1,0,17,0
1,0.0,0,0,11,5,5,9,0,1,0,17,1
0,13.571428571428571,6,6,6,6,6,7,1,1,0,4,0
1,0.0,0,0,0,8,7,0,1,0,0,12,1
0,11.25,4,4,11,11,10,14,1,1,0,7,0
0,13.333333333333334,1,3,5,5,5,6,1,1,0,14,0
0,12.0,6,6,7,6,6,6,1,1,1,15,0
0,12.5,5,6,7,6,6,6,1,1,0,15,0
0,13.2,5,5,6,5,5,6,1,1,1,9,0
1,0.0,0,0,4,4,5,5,0,1,0,14,1
0,11.666666666666666,2,3,8,5,5,7,0,1,0,14,0
0,13.466666666666669,14,15,14,14,15,16,1,1,0,9,0
0,13.666666666666666,5,3,5,5,5,7,1,1,0,8,0
0,11.666666666666666,2,2,9,5,5,9,1,1,0,7,0
0,11.666666666666666,5,6,12,6,6,7,1,1,1,15,0
0,13.4,5,5,9,6,6,9,1,1,0,4,0
1,0.0,0,0,6,5,5,5,0,1,0,17,1
1,0.0,0,0,6,6,6,9,1,1,0,4,1
1,0.0,0,0,5,5,5,5,0,1,0,17,1
0,10.666666666666666,2,3,9,5,5,6,1,1,0,7,0
0,13.75,4,4,5,5,5,5,1,1,0,14,0
1,10.0,0,1,5,5,5,5,1,1,0,9,1
1,0.0,0,0,5,5,5,11,0,1,0,7,1
0,16.0,4,1,5,4,2,4,1,1,0,16,0
0,12.285714285714286,5,5,8,5,5,9,1,1,0,17,0
0,12.0,3,3,8,5,5,10,0,1,0,7,0
0,12.666666666666666,6,6,7,7,7,7,1,1,0,12,0
0,11.8,4,5,7,5,5,6,1,1,1,6,0
0,10.6,5,5,7,5,5,6,0,1,0,17,0
0,11.9,8,9,14,9,11,16,1,1,0,4,0
0,11.25,2,4,8,5,6,8,1,1,0,7,0
0,11.0,5,4,6,5,5,9,1,1,1,17,0
0,12.0,6,6,6,6,6,6,1,1,0,15,0
0,11.75,4,4,10,5,5,10,1,1,0,17,0
0,10.0,1,2,8,5,5,8,1,1,0,9,0
0,13.714285714285714,7,7,8,8,8,8,1,1,0,12,0
0,14.875,6,6,12,6,6,14,1,1,0,4,0
1,10.8,0,5,6,6,6,7,1,1,0,5,1
0,12.0,2,3,12,6,6,11,1,1,0,10,0
0,12.5,2,5,19,6,6,10,0,1,0,6,0
0,14.728571428571428,8,7,11,8,7,7,1,0,0,12,0
0,12.0,5,6,8,6,6,8,1,0,0,8,0
0,11.428571428571429,6,6,7,6,6,8,1,0,0,15,0
0,14.166666666666666,6,6,6,6,6,6,1,0,0,10,0
0,12.5,5,5,10,6,6,12,1,0,0,10,0
0,14.166666666666666,6,6,6,6,6,6,1,0,1,3,0
0,14.46,6,5,8,7,7,10,1,0,1,12,0
0,12.8,2,5,19,6,6,12,1,0,0,6,0
0,12.666666666666666,5,6,8,6,6,8,1,0,0,11,0
0,12.5,6,6,6,6,6,6,1,0,0,5,0
1,0.0,0,0,0,6,6,0,1,0,0,5,1
1,0.0,0,0,0,6,6,0,0,0,0,14,1
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.2,3,5,5,5,5,8,1,0,1,9,0
0,16.5,6,6,7,6,6,6,1,0,0,10,0
0,13.666666666666666,5,3,5,5,5,9,1,0,0,6,0
0,15.228571428571428,7,7,8,8,8,8,1,0,1,12,0
0,12.77777777777778,9,9,9,9,9,10,1,0,0,10,0
0,14.428571428571429,7,7,8,8,8,8,1,0,1,12,0
0,13.875,6,6,7,6,6,8,1,0,0,14,0
0,13.128,6,7,13,8,7,10,1,0,0,12,0
0,11.605,7,6,10,8,7,9,1,0,0,12,0
0,14.6,5,5,8,5,5,5,1,0,1,9,0
1,0.0,0,0,0,6,6,0,1,0,0,15,1
0,11.8,5,5,6,5,5,6,1,0,1,9,0
0,12.333333333333334,6,6,6,6,6,6,1,0,0,11,0
1,11.0,0,4,5,5,5,5,1,0,1,9,1
0,13.181818181818182,11,11,11,11,11,11,1,0,1,5,0
1,11.0,0,1,0,6,6,6,0,0,1,14,1
0,11.833333333333334,6,6,7,6,6,6,1,0,1,15,0
0,12.98125,8,8,8,8,8,8,1,0,1,12,0
0,11.333333333333334,5,6,6,5,7,10,1,0,0,9,0
0,11.68,6,6,12,8,8,12,1,0,0,12,0
0,14.5,6,6,7,6,6,6,1,0,0,5,0
0,13.142857142857142,7,7,8,7,7,7,1,0,0,16,0
0,11.5,2,2,7,5,5,8,0,0,0,6,0
0,14.2,5,5,7,5,5,6,1,0,0,6,0
0,11.666666666666666,5,5,7,6,6,8,1,0,1,11,0
0,13.175,8,7,8,8,7,8,1,0,0,12,0
0,13.314285714285717,7,7,8,8,8,8,1,0,1,12,0
0,10.6,3,3,12,5,5,13,1,0,1,9,0
0,12.0,4,4,8,6,6,11,1,0,1,16,0
0,13.428571428571429,6,6,7,6,6,7,1,0,0,15,0
0,13.25,5,4,8,5,5,7,1,0,1,6,0
1,13.0,0,2,6,6,6,6,1,0,0,5,1
0,14.333333333333334,6,6,7,6,6,6,1,0,1,5,0
1,0.0,0,0,0,6,6,0,1,0,0,10,1
0,14.0,6,6,6,6,6,6,1,0,0,10,0
0,12.0,6,2,11,6,2,2,1,0,1,6,0
0,12.333333333333334,5,5,10,6,6,9,1,0,0,16,0
0,11.8,5,5,7,6,6,8,1,0,0,5,0
0,12.791428571428572,7,7,8,8,8,8,1,0,1,12,0
0,11.625,5,8,12,7,8,8,1,0,0,14,0
0,11.994444444444444,7,6,11,8,7,11,1,0,1,12,0
0,11.6,5,5,12,6,6,9,1,0,0,11,0
1,0.0,0,0,6,5,5,5,1,0,0,17,1
0,13.166666666666666,6,6,7,6,6,8,1,0,0,15,0
0,14.1,7,7,8,8,8,8,1,0,0,12,0
0,12.396666666666668,7,6,9,8,7,8,1,0,1,12,0
0,15.014285714285714,8,7,8,8,7,7,1,0,0,12,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,14.05,8,7,8,8,7,8,1,0,0,12,0
0,14.85,8,7,8,8,7,8,1,0,0,12,0
0,13.0,5,6,19,6,6,10,1,0,0,6,0
0,14.7875,8,7,8,8,7,8,1,0,1,12,0
0,13.7,7,7,9,8,7,7,1,0,1,12,0
0,12.495714285714286,7,7,9,8,7,7,1,0,1,12,0
0,14.566666666666668,6,6,7,7,7,7,1,0,0,12,0
0,11.2,4,5,5,5,5,5,0,0,0,14,0
0,12.685714285714283,7,7,8,8,8,8,1,0,0,12,0
0,13.571428571428571,4,7,14,9,9,12,0,0,0,10,0
1,0.0,0,0,0,6,6,0,1,0,0,5,1
0,11.0,6,5,7,6,6,8,1,0,0,3,0
0,14.445,8,8,8,8,8,8,1,0,0,12,0
0,13.6,4,5,10,6,6,9,1,0,0,16,0
0,14.0,8,11,11,10,12,12,0,0,0,3,0
0,13.416666666666666,6,6,7,7,7,7,1,0,1,12,0
0,12.333333333333334,5,5,7,5,5,8,1,0,0,9,0
0,13.1,8,7,8,8,7,8,1,0,0,12,0
0,13.2,5,4,10,6,6,9,1,0,0,14,0
0,14.75,8,8,8,8,8,8,1,0,1,12,0
0,13.142857142857142,6,6,6,6,6,7,1,0,1,10,0
0,12.5,5,4,9,6,6,9,1,0,0,16,0
0,13.75,5,4,8,5,5,6,1,0,0,6,0
0,12.4,6,5,7,6,6,11,1,0,0,10,0
0,13.333333333333334,6,6,6,6,6,6,1,0,0,15,0
0,11.727272727272728,8,11,8,8,11,11,0,0,0,16,0
0,12.5,1,4,11,6,6,8,1,0,0,11,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,13.533333333333331,7,6,9,8,7,8,1,0,1,12,0
0,13.166666666666666,6,6,6,6,6,6,1,0,1,5,0
0,13.2,5,5,8,6,6,9,1,0,1,11,0
0,12.2,4,5,7,6,6,7,1,0,0,5,0
0,13.428571428571429,7,7,7,7,7,7,1,0,1,16,0
0,12.714285714285714,6,6,8,6,6,8,1,0,1,5,0
1,0.0,0,0,0,6,6,0,1,0,0,8,1
0,13.666666666666666,6,6,9,6,6,6,1,0,1,14,0
0,11.0,6,5,6,6,6,6,1,0,0,15,0
0,11.4,6,5,9,7,7,11,1,0,0,16,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,12.0,5,4,6,5,5,7,1,0,0,8,0
1,0.0,0,0,0,6,6,6,1,0,0,15,1
0,11.0,6,5,6,6,6,14,1,0,0,10,0
0,12.0,6,5,8,6,6,12,1,0,0,15,0
0,13.308571428571428,8,7,10,8,7,7,1,0,1,12,0
0,13.666666666666666,3,3,7,6,6,8,0,0,0,16,0
1,0.0,0,0,9,6,6,6,0,0,0,14,1
0,12.2,4,5,8,6,6,10,1,0,0,11,0
0,12.666666666666666,6,6,6,6,6,7,1,0,1,15,0
0,14.07125,8,8,8,8,8,8,1,0,1,12,0
0,14.25,5,4,9,5,5,14,1,0,0,6,0
1,0.0,0,0,2,2,6,0,0,0,0,8,1
0,12.0,4,3,8,6,6,10,1,0,0,16,0
0,11.166666666666666,7,6,16,10,10,18,1,0,0,9,0
0,13.0,5,2,8,6,6,12,1,0,0,10,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,14.901428571428571,7,7,8,8,8,8,1,0,1,12,0
0,12.65,8,7,9,8,7,8,1,0,1,12,0
0,11.0,5,7,5,5,12,12,0,0,0,17,0
0,12.4,5,4,9,5,5,7,1,0,0,6,0
0,12.0,6,6,7,6,6,7,1,0,0,4,0
0,12.135714285714286,7,7,10,8,7,8,1,0,1,12,0
0,12.62,6,5,8,7,7,10,1,0,1,12,0
0,10.666666666666666,3,3,11,5,5,11,1,0,0,17,0
0,13.766666666666666,7,6,10,8,7,12,1,0,1,12,0
0,13.11625,8,8,8,8,8,8,1,0,0,12,0
1,0.0,0,0,0,6,5,5,0,0,0,5,1
0,12.7,7,6,8,8,7,9,1,0,0,12,0
0,11.857142857142858,5,7,21,8,7,11,1,0,0,13,0
0,12.333333333333334,6,6,7,7,7,7,1,0,1,12,0
0,15.75,5,4,10,6,6,9,1,0,0,10,0
0,13.333333333333334,5,5,6,5,5,6,1,0,0,14,0
0,14.355555555555554,8,7,8,8,7,9,1,0,0,12,0
0,13.0,5,6,11,6,6,8,1,0,1,4,0
0,12.833333333333334,6,6,6,6,6,6,1,0,1,15,0
0,13.2,4,5,5,5,5,5,1,0,1,14,0
0,17.005555555555556,8,7,9,8,7,9,1,0,0,12,0
0,10.6,5,5,8,6,6,8,0,0,1,10,0
0,14.0,5,5,6,5,5,5,1,0,1,9,0
0,12.114285714285714,7,7,8,8,8,8,1,0,1,12,0
0,13.05875,8,8,8,8,8,8,1,0,1,12,0
0,13.285714285714286,7,7,8,8,8,8,1,0,0,12,0
0,11.0,3,4,8,5,5,9,1,0,0,9,0
0,14.071428571428571,8,7,8,8,7,7,1,0,1,12,0
1,0.0,0,0,0,6,6,0,0,0,0,11,1
0,11.25,3,4,12,10,9,9,0,0,0,2,0
0,14.0,6,6,8,6,6,6,1,0,1,5,0
0,12.166666666666666,3,6,11,6,6,8,1,0,1,11,0
0,13.297142857142855,7,7,8,8,8,8,1,0,0,12,0
0,13.923076923076923,6,6,9,6,6,14,1,0,0,6,0
0,13.37,7,7,13,8,7,11,1,0,0,12,0
0,12.4,3,5,8,5,5,5,1,0,1,9,0
0,15.0,4,4,5,5,5,5,1,0,0,14,0
0,13.333333333333334,6,6,7,6,6,6,1,0,1,16,0
0,12.0,4,3,9,5,5,8,1,0,1,9,0
0,13.4,5,5,9,6,6,7,1,0,0,3,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,11.5,5,4,5,5,5,9,1,0,0,17,0
0,12.0,6,6,11,7,7,12,1,0,0,16,0
0,13.485714285714284,7,7,8,8,8,8,1,0,0,12,0
0,12.0,6,6,8,6,6,6,1,0,1,5,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,10.333333333333334,3,3,11,5,5,7,1,0,0,9,0
0,12.94,5,5,7,7,7,10,1,0,0,12,0
0,13.258571428571427,7,7,11,8,8,11,1,0,0,12,0
0,12.25,4,4,10,5,5,9,1,0,0,9,0
0,11.666666666666666,1,3,15,6,6,9,0,0,0,11,0
0,13.571428571428571,6,6,6,6,6,7,1,0,1,11,0
0,11.8,5,5,9,6,6,9,1,0,1,15,0
0,14.2,5,5,7,5,5,7,1,0,1,9,0
0,11.0,5,5,6,5,5,8,1,0,0,17,0
0,13.625,7,4,8,7,7,16,1,0,0,12,0
0,14.652857142857142,7,7,8,8,8,8,1,0,0,12,0
0,11.333333333333334,6,6,6,6,6,9,1,0,1,3,0
1,13.7,0,4,7,7,7,12,0,0,0,12,1
0,13.727272727272728,8,11,8,8,11,11,1,0,0,3,0
0,11.75,7,7,12,8,7,9,1,0,0,9,0
0,12.333333333333334,5,6,11,6,6,9,1,1,0,15,0
0,14.0,6,6,7,6,6,6,1,0,1,15,0
0,11.5,4,4,6,5,5,7,1,1,0,14,0
0,11.2,5,5,5,5,5,6,1,1,0,9,0
0,15.07,7,7,8,8,8,8,1,1,1,12,0
0,10.0,1,1,7,5,5,6,1,1,0,7,0
0,12.0,5,4,6,5,5,5,1,1,0,17,0
0,13.0,4,4,11,6,6,11,1,1,0,14,0
0,11.0,3,4,7,6,6,7,1,1,0,11,0
0,13.571428571428571,5,6,11,6,6,8,1,0,0,10,0
0,14.6,5,5,6,6,6,7,1,1,0,5,0
0,11.833333333333334,2,3,14,7,7,13,1,0,0,12,0
0,12.625,8,7,11,8,7,11,1,0,1,13,0
0,11.5,3,4,14,7,7,12,1,0,0,12,0
0,13.25,4,4,10,5,5,8,1,0,0,6,0
0,12.60625,6,7,12,8,7,9,1,0,0,12,0
0,13.75,5,8,17,9,10,15,0,0,0,6,0
0,13.598333333333334,6,6,11,8,7,10,1,0,0,12,0
0,11.142857142857142,6,5,8,6,6,11,1,0,1,10,0
0,12.7,10,11,12,10,11,11,1,0,0,12,0
0,10.0,1,1,10,5,5,9,1,0,0,9,0
0,11.666666666666666,4,6,10,6,6,8,1,0,0,11,0
0,14.0,6,6,7,6,6,8,1,0,1,14,0
1,0.0,0,0,9,5,5,9,1,0,0,8,1
0,12.04142857142857,7,7,9,8,8,9,1,0,0,12,0
1,0.0,0,0,0,0,0,0,1,0,1,2,1
0,13.76923076923077,12,13,16,12,13,14,1,0,0,11,0
0,15.444444444444445,13,18,13,13,18,20,1,0,0,4,0
0,11.5,7,6,8,7,7,9,1,0,0,16,0
1,10.0,0,2,0,6,3,3,0,0,0,5,1
0,12.25,3,4,13,6,6,8,1,0,0,16,0
0,14.5,6,6,6,6,6,6,0,0,0,10,0
0,15.571428571428571,6,6,8,6,6,7,1,0,0,6,0
0,15.571428571428571,6,6,7,6,6,7,1,0,0,8,0
0,13.8,6,5,7,6,6,8,1,0,0,3,0
0,10.666666666666666,2,3,14,5,5,8,0,0,0,9,0
0,11.6,4,5,8,6,6,8,1,0,1,10,0
1,13.0,0,1,12,6,6,11,0,0,0,10,1
0,12.0,4,3,11,5,5,9,1,0,0,9,0
0,12.333333333333334,12,12,14,14,14,14,1,0,0,12,0
0,12.875,6,6,12,6,6,10,1,0,0,4,0
1,11.0,0,1,0,6,6,12,0,0,0,3,1
0,12.25,4,4,13,6,6,10,0,0,0,4,0
1,0.0,0,0,8,8,7,7,0,0,0,13,1
0,10.75,5,4,13,6,6,11,1,0,1,10,0
0,13.63,8,8,9,8,8,9,1,0,1,12,0
0,13.0,4,3,7,5,5,8,1,0,0,14,0
0,13.533333333333331,7,6,7,7,7,9,1,0,1,12,0
0,16.9,8,7,9,8,7,7,1,0,1,12,0
0,12.0,4,5,11,6,6,10,1,0,0,10,0
0,12.5,6,6,7,6,6,6,1,0,0,3,0
0,12.764285714285714,7,7,8,8,8,8,1,0,0,12,0
0,13.75,5,5,6,5,5,8,1,0,1,9,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,14.604285714285712,8,7,9,8,7,7,1,0,1,12,0
1,0.0,0,0,7,5,5,7,0,0,0,17,1
0,13.833333333333334,6,5,7,6,6,9,1,0,1,3,0
0,13.57625,8,8,8,8,8,8,1,0,1,12,0
0,15.142857142857142,6,6,6,6,6,7,1,0,1,10,0
0,10.666666666666666,5,3,8,5,5,8,1,0,0,9,0
0,11.2,6,5,6,6,6,11,1,0,0,10,0
0,13.76375,8,8,8,8,8,8,1,0,0,12,0
0,13.25,5,8,14,9,9,10,1,0,0,6,0
0,10.714285714285714,5,5,10,6,6,10,1,0,1,10,0
0,12.166666666666666,6,6,7,6,6,6,1,0,0,10,0
0,14.357142857142858,6,6,8,7,7,8,1,0,0,12,0
0,12.833333333333334,6,6,6,6,6,6,1,0,0,15,0
0,13.925714285714283,7,7,8,8,8,8,1,0,0,12,0
0,12.0,3,2,9,5,5,9,1,0,0,17,0
0,13.44285714285714,8,7,9,8,7,7,1,0,0,12,0
1,16.0,0,1,5,5,5,5,1,1,0,7,1
0,13.125,6,6,10,6,6,8,1,1,0,4,0
1,0.0,0,0,6,6,6,7,1,1,0,14,1
0,11.4,4,5,4,4,9,9,0,1,0,17,0
0,11.0,3,2,9,5,4,12,0,1,0,8,0
0,11.0,1,1,11,5,5,13,1,1,0,7,0
0,13.666666666666666,5,5,10,6,6,14,1,0,0,6,0
0,11.75,1,4,6,5,6,10,0,0,0,17,0
0,10.0,1,1,7,7,7,11,1,0,0,16,0
0,13.5,6,6,9,6,6,8,1,0,1,10,0
1,0.0,0,0,0,6,6,0,1,0,0,10,1
0,12.0,1,1,11,6,6,12,1,0,0,14,0
0,13.0,5,3,10,6,6,11,0,0,0,16,0
0,14.833333333333334,6,6,6,6,6,7,1,0,0,11,0
0,11.833333333333334,6,6,7,6,6,6,1,0,0,15,0
0,12.0,5,5,11,6,6,10,1,0,1,14,0
0,12.75,6,4,7,6,6,11,1,0,0,10,0
0,0.0,4,0,7,5,5,5,1,0,0,6,0
0,0.0,1,0,16,6,6,7,1,0,1,8,0
0,12.0,6,6,7,6,6,6,1,0,0,10,0
0,11.677777777777775,8,7,8,8,7,9,1,0,0,13,0
0,13.6,7,7,8,8,8,8,1,0,1,12,0
0,16.0,6,6,8,6,6,7,1,0,0,6,0
0,11.8,6,5,7,6,6,9,1,0,0,10,0
0,0.0,2,0,7,6,5,5,1,1,0,7,0
1,0.0,0,0,0,6,6,0,1,1,0,15,1
0,16.142857142857142,6,6,10,6,6,7,1,0,1,16,0
0,11.785714285714286,7,7,8,8,8,8,1,0,1,12,0
0,13.42375,8,8,8,8,8,8,1,0,1,12,0
0,12.5,5,6,10,6,6,8,1,0,0,14,0
0,12.464285714285714,7,7,8,8,8,8,1,0,1,12,0
0,12.375,5,8,15,9,11,18,1,0,0,17,0
1,10.0,0,1,9,6,6,8,1,0,0,14,1
0,12.6,6,5,10,6,6,8,1,0,0,15,0
0,12.6,4,5,6,5,5,5,1,0,0,9,0
0,10.0,4,2,6,5,5,7,1,0,0,9,0
1,0.0,0,0,0,6,7,7,1,0,0,16,1
0,11.6,5,5,8,5,5,7,1,0,0,17,0
0,12.166666666666666,6,6,6,6,6,8,1,0,0,11,0
0,13.6,5,4,7,6,6,10,1,0,0,14,0
0,12.5,5,4,8,5,5,8,0,0,0,9,0
0,12.25,4,4,10,6,6,6,1,1,1,3,0
0,11.714285714285714,6,6,8,6,6,7,1,0,1,10,0
0,13.5,6,6,7,6,6,7,1,1,1,15,0
0,13.024285714285714,7,7,8,8,8,8,1,1,1,12,0
1,0.0,0,0,0,6,6,12,0,1,0,11,1
0,17.333333333333332,5,5,8,5,5,6,1,1,1,7,0
0,11.0,4,4,7,5,5,7,1,1,1,14,0
0,13.666666666666666,6,6,9,7,7,10,1,1,0,16,0
0,11.375,5,6,6,6,6,9,1,1,1,5,0
0,12.833333333333334,6,6,8,6,6,6,1,1,0,10,0
0,12.6,4,5,11,6,6,9,1,1,0,15,0
0,14.333333333333334,7,6,9,8,7,8,1,1,0,12,0
0,13.5,6,4,10,6,5,8,1,1,1,7,0
0,14.285714285714286,7,7,8,8,8,8,1,1,0,12,0
0,11.75,2,3,12,6,6,15,1,1,0,4,0
0,14.8,5,5,5,5,5,5,1,1,0,7,0
1,0.0,0,0,0,6,6,7,0,1,0,4,1
1,10.0,0,1,5,5,6,14,1,1,0,3,1
1,0.0,0,0,5,5,5,5,1,1,0,14,1
0,12.6,5,4,9,7,7,10,1,1,0,12,0
0,12.428571428571429,5,5,7,5,5,9,1,1,0,17,0
0,10.0,3,4,11,6,6,10,1,1,0,11,0
1,12.333333333333334,0,3,5,5,5,7,1,1,0,9,1
1,0.0,0,0,0,6,6,0,0,1,0,11,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.1,8,10,9,8,11,12,1,1,0,14,0
0,14.714285714285714,6,6,6,6,6,7,1,0,1,15,0
0,12.666666666666666,6,6,7,6,6,6,1,0,0,15,0
0,14.384615384615383,10,12,12,10,12,14,1,0,1,4,0
0,13.4,5,5,6,5,5,5,1,0,1,9,0
0,13.314285714285717,7,7,8,8,8,8,1,0,0,12,0
0,11.98857142857143,7,7,8,8,8,8,1,0,0,12,0
0,11.545454545454543,8,11,13,9,11,17,1,0,0,9,0
0,16.46153846153846,6,6,8,6,6,13,1,0,1,6,0
0,13.666666666666666,6,6,6,6,6,7,1,0,1,15,0
0,12.65,8,7,9,8,7,8,1,0,0,12,0
0,12.333333333333334,3,6,10,6,6,7,1,0,0,14,0
0,14.37,7,6,10,8,7,8,1,0,0,12,0
0,12.0,4,3,8,5,5,13,1,0,0,6,0
0,12.0,3,3,15,6,6,12,0,0,1,15,0
0,12.0,3,4,14,6,6,11,1,0,1,11,0
0,12.6,5,5,7,6,6,10,1,0,0,16,0
0,12.166666666666666,6,6,6,6,6,6,1,0,0,10,0
0,13.5,6,6,8,7,7,8,1,0,0,16,0
0,13.76375,8,8,8,8,8,8,1,0,1,12,0
0,12.4,6,6,8,7,7,11,1,0,1,13,0
0,10.666666666666666,2,4,11,5,5,16,1,0,0,9,0
0,14.333333333333334,6,6,7,7,7,7,1,0,0,12,0
0,12.5,2,4,13,6,6,12,1,0,0,6,0
1,10.0,0,1,13,6,6,14,0,0,0,11,1
0,14.69625,8,7,9,8,7,8,1,0,0,12,0
0,11.5,3,4,17,6,6,14,1,0,0,6,0
0,12.855555555555556,8,7,8,8,7,9,1,0,1,13,0
0,13.7,8,7,9,8,7,7,1,0,0,12,0
0,0.0,1,0,10,5,5,9,0,0,0,8,0
0,11.2,4,3,9,6,6,13,1,0,0,10,0
0,13.285714285714286,8,7,9,8,7,7,1,0,0,12,0
0,13.0,5,5,8,6,6,9,1,0,0,16,0
0,12.6,6,6,9,7,7,8,1,0,1,12,0
0,12.8,4,5,5,5,5,5,0,0,1,9,0
0,11.5,5,5,13,6,6,14,1,0,0,8,0
0,11.4,7,7,8,8,8,8,1,0,1,12,0
0,12.333333333333334,6,6,8,6,6,6,1,0,1,10,0
0,12.8,4,5,10,6,6,7,1,0,0,15,0
0,12.0,4,5,8,5,5,8,1,0,1,6,0
0,13.0,5,5,9,6,6,8,1,0,1,16,0
0,11.833333333333334,6,6,8,6,6,6,0,0,1,5,0
0,14.0,6,6,9,6,6,8,1,0,0,6,0
0,12.333333333333334,6,6,6,6,6,6,1,0,1,15,0
0,13.04,7,5,7,7,7,10,1,0,1,12,0
0,13.166666666666666,8,11,15,9,11,18,0,0,0,6,0
0,12.5,6,6,11,6,6,7,1,0,1,6,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,15.657142857142857,7,7,8,8,8,8,1,0,0,12,0
0,12.166666666666666,6,6,6,6,6,6,1,0,0,5,0
1,0.0,0,0,0,6,6,0,1,0,0,16,1
0,10.6,5,5,9,6,6,11,1,0,1,10,0
0,13.428571428571429,5,6,11,6,6,10,1,0,0,6,0
1,11.75,0,4,12,6,6,8,1,0,0,15,1
1,0.0,0,0,5,5,5,10,0,1,0,11,1
1,0.0,0,0,0,0,0,0,0,1,0,2,1
1,0.0,0,0,0,5,5,0,0,1,0,7,1
1,13.0,0,1,5,5,5,9,1,1,0,7,1
0,13.331428571428573,7,7,8,8,8,8,1,1,1,12,0
1,0.0,0,0,0,6,6,0,1,1,0,5,1
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,13.7,6,6,7,7,7,7,1,1,0,12,0
1,0.0,0,0,5,5,5,5,0,1,0,14,1
0,13.454545454545457,6,9,9,7,9,12,1,1,0,7,0
0,12.2,7,7,8,8,8,8,1,1,0,12,0
0,10.0,4,3,10,5,5,8,1,1,0,9,0
0,13.0,6,5,7,6,6,7,1,1,1,14,0
0,12.0,6,6,6,6,6,11,1,1,0,3,0
0,15.028571428571428,7,7,8,8,8,8,1,1,0,12,0
0,12.0,6,6,7,6,6,8,1,1,0,10,0
0,12.0,5,5,8,6,6,8,1,1,0,15,0
0,13.666666666666666,3,3,8,8,7,7,0,1,0,13,0
1,0.0,0,0,0,0,0,0,1,1,0,2,1
0,12.0,4,5,7,5,5,6,1,1,0,9,0
1,0.0,0,0,0,0,0,0,1,1,1,2,1
1,14.0,0,1,7,6,6,6,0,1,0,5,1
1,0.0,0,0,7,6,6,6,1,1,0,10,1
0,12.375,5,7,11,7,7,8,1,1,0,13,0
1,0.0,0,0,0,8,7,0,0,1,0,12,1
0,11.421052631578949,13,18,16,13,18,21,1,1,0,4,0
0,13.35,6,6,7,7,7,7,1,1,0,12,0
0,15.0,2,6,6,6,6,6,1,1,1,5,0
1,10.5,0,2,5,5,5,9,1,1,0,8,1
1,0.0,0,0,6,4,6,0,0,1,0,8,1
0,13.25,5,5,6,5,5,8,1,1,0,9,0
1,0.0,0,0,5,5,5,10,1,1,0,7,1
0,11.5,3,4,15,5,5,7,1,1,0,6,0
0,13.88125,8,8,8,8,8,8,1,0,1,12,0
0,11.333333333333334,5,6,8,6,6,8,1,0,0,11,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,12.857142857142858,6,6,7,6,6,7,1,0,0,10,0
0,11.6,6,5,6,6,6,6,1,0,0,15,0
0,11.4,6,5,6,6,6,9,1,0,1,11,0
0,13.333333333333334,6,6,10,6,6,11,1,0,0,8,0
0,13.571428571428571,9,7,9,9,7,7,1,0,1,5,0
0,11.833333333333334,7,6,8,7,7,13,1,0,0,13,0
0,14.428571428571429,7,7,7,7,7,7,1,0,1,16,0
1,0.0,0,0,0,0,0,0,1,0,0,2,1
0,12.285714285714286,5,6,9,6,6,8,1,0,1,11,0
0,14.4,5,5,5,5,5,7,1,0,0,6,0
0,13.15,8,7,9,8,7,8,1,0,1,12,0
1,0.0,0,0,5,5,5,6,0,1,0,9,1
1,0.0,0,0,8,6,5,5,1,1,0,7,1
